group_id,event_index,event_token,token_ioi_class,token_strength_class,onset_seconds,ioi_seconds,onset_strength_norm,candidate_event_id,clip_filename,clip_path,token_rule
PERF-001,13,SHORT_MEDIUM,SHORT,MEDIUM,11.226848,0.5572790000000012,0.03497,PERF-001-CAND-0013,PERF-001_event_0013_PERF-001-CAND-0013.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0013_PERF-001-CAND-0013.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,14,LONG_MEDIUM,LONG,MEDIUM,12.376236,1.149388,0.033526,PERF-001-CAND-0014,PERF-001_event_0014_PERF-001-CAND-0014.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0014_PERF-001-CAND-0014.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,15,LONG_STRONG,LONG,STRONG,14.094512,1.7182759999999995,0.043763,PERF-001-CAND-0015,PERF-001_event_0015_PERF-001-CAND-0015.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0015_PERF-001-CAND-0015.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,16,LONG_STRONG,LONG,STRONG,15.2439,1.149388,0.036653,PERF-001-CAND-0016,PERF-001_event_0016_PERF-001-CAND-0016.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0016_PERF-001-CAND-0016.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,17,LONG_MEDIUM,LONG,MEDIUM,16.915737,1.671837,0.033623,PERF-001-CAND-0017,PERF-001_event_0017_PERF-001-CAND-0017.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0017_PERF-001-CAND-0017.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,18,MEDIUM_STRONG,MEDIUM,STRONG,17.531066,0.6153289999999991,0.039418,PERF-001-CAND-0018,PERF-001_event_0018_PERF-001-CAND-0018.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0018_PERF-001-CAND-0018.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,19,LONG_MEDIUM,LONG,MEDIUM,18.680454,1.1493880000000019,0.031973,PERF-001-CAND-0019,PERF-001_event_0019_PERF-001-CAND-0019.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0019_PERF-001-CAND-0019.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,20,SHORT_STRONG,SHORT,STRONG,19.249342,0.5688879999999976,0.040982,PERF-001-CAND-0020,PERF-001_event_0020_PERF-001-CAND-0020.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0020_PERF-001-CAND-0020.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,21,LONG_MEDIUM,LONG,MEDIUM,20.967619,1.7182770000000005,0.031662,PERF-001-CAND-0021,PERF-001_event_0021_PERF-001-CAND-0021.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0021_PERF-001-CAND-0021.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,22,LONG_STRONG,LONG,STRONG,22.117007,1.1493880000000019,0.049004,PERF-001-CAND-0022,PERF-001_event_0022_PERF-001-CAND-0022.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0022_PERF-001-CAND-0022.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,23,MEDIUM_STRONG,MEDIUM,STRONG,22.709116,0.5921090000000007,0.051565,PERF-001-CAND-0023,PERF-001_event_0023_PERF-001-CAND-0023.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0023_PERF-001-CAND-0023.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,24,LONG_MEDIUM,LONG,MEDIUM,23.870113,1.1609969999999983,0.035092,PERF-001-CAND-0024,PERF-001_event_0024_PERF-001-CAND-0024.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0024_PERF-001-CAND-0024.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,25,LONG_MEDIUM,LONG,MEDIUM,26.737778,2.867664999999999,0.034998,PERF-001-CAND-0025,PERF-001_event_0025_PERF-001-CAND-0025.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0025_PERF-001-CAND-0025.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,26,LONG_STRONG,LONG,STRONG,29.059773,2.321995000000001,0.037577,PERF-001-CAND-0026,PERF-001_event_0026_PERF-001-CAND-0026.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0026_PERF-001-CAND-0026.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,27,LONG_MEDIUM,LONG,MEDIUM,30.78966,1.7298870000000015,0.033429,PERF-001-CAND-0027,PERF-001_event_0027_PERF-001-CAND-0027.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0027_PERF-001-CAND-0027.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,28,LONG_MEDIUM,LONG,MEDIUM,31.950658,1.1609979999999993,0.029534,PERF-001-CAND-0028,PERF-001_event_0028_PERF-001-CAND-0028.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0028_PERF-001-CAND-0028.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,29,LONG_STRONG,LONG,STRONG,33.680544,1.729885999999997,0.047152,PERF-001-CAND-0029,PERF-001_event_0029_PERF-001-CAND-0029.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0029_PERF-001-CAND-0029.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,30,LONG_STRONG,LONG,STRONG,34.853152,1.1726080000000039,0.040954,PERF-001-CAND-0030,PERF-001_event_0030_PERF-001-CAND-0030.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0030_PERF-001-CAND-0030.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,31,LONG_MEDIUM,LONG,MEDIUM,38.289705,3.4365529999999964,0.03012,PERF-001-CAND-0031,PERF-001_event_0031_PERF-001-CAND-0031.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0031_PERF-001-CAND-0031.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,32,LONG_WEAK,LONG,WEAK,39.473923,1.1842180000000013,0.020975,PERF-001-CAND-0032,PERF-001_event_0032_PERF-001-CAND-0032.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0032_PERF-001-CAND-0032.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,33,SHORT_MEDIUM,SHORT,MEDIUM,39.740952,0.26702900000000085,0.034789,PERF-001-CAND-0033,PERF-001_event_0033_PERF-001-CAND-0033.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0033_PERF-001-CAND-0033.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,34,LONG_MEDIUM,LONG,MEDIUM,42.922086,3.181134,0.031476,PERF-001-CAND-0034,PERF-001_event_0034_PERF-001-CAND-0034.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0034_PERF-001-CAND-0034.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,35,MEDIUM_STRONG,MEDIUM,STRONG,43.525805,0.6037189999999981,0.036568,PERF-001-CAND-0035,PERF-001_event_0035_PERF-001-CAND-0035.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0035_PERF-001-CAND-0035.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,36,LONG_STRONG,LONG,STRONG,45.267302,1.7414970000000025,0.036767,PERF-001-CAND-0036,PERF-001_event_0036_PERF-001-CAND-0036.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0036_PERF-001-CAND-0036.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,37,MEDIUM_STRONG,MEDIUM,STRONG,45.8478,0.5804979999999986,0.036645,PERF-001-CAND-0037,PERF-001_event_0037_PERF-001-CAND-0037.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0037_PERF-001-CAND-0037.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,38,LONG_MEDIUM,LONG,MEDIUM,47.008798,1.1609979999999993,0.029035,PERF-001-CAND-0038,PERF-001_event_0038_PERF-001-CAND-0038.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0038_PERF-001-CAND-0038.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,39,SHORT_STRONG,SHORT,STRONG,47.577687,0.5688889999999986,0.036495,PERF-001-CAND-0039,PERF-001_event_0039_PERF-001-CAND-0039.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0039_PERF-001-CAND-0039.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,40,LONG_WEAK,LONG,WEAK,48.750295,1.1726080000000039,0.024137,PERF-001-CAND-0040,PERF-001_event_0040_PERF-001-CAND-0040.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0040_PERF-001-CAND-0040.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,41,MEDIUM_MEDIUM,MEDIUM,MEDIUM,49.330794,0.5804989999999961,0.032194,PERF-001-CAND-0041,PERF-001_event_0041_PERF-001-CAND-0041.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0041_PERF-001-CAND-0041.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,42,MEDIUM_STRONG,MEDIUM,STRONG,49.911293,0.5804990000000032,0.053862,PERF-001-CAND-0042,PERF-001_event_0042_PERF-001-CAND-0042.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0042_PERF-001-CAND-0042.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,43,LONG_MEDIUM,LONG,MEDIUM,51.07229,1.1609970000000018,0.031481,PERF-001-CAND-0043,PERF-001_event_0043_PERF-001-CAND-0043.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0043_PERF-001-CAND-0043.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,44,LONG_STRONG,LONG,STRONG,52.233288,1.1609979999999993,0.037746,PERF-001-CAND-0044,PERF-001_event_0044_PERF-001-CAND-0044.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0044_PERF-001-CAND-0044.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,45,MEDIUM_MEDIUM,MEDIUM,MEDIUM,52.825397,0.5921090000000007,0.031905,PERF-001-CAND-0045,PERF-001_event_0045_PERF-001-CAND-0045.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0045_PERF-001-CAND-0045.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,46,MEDIUM_MEDIUM,MEDIUM,MEDIUM,53.405896,0.5804989999999961,0.033844,PERF-001-CAND-0046,PERF-001_event_0046_PERF-001-CAND-0046.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0046_PERF-001-CAND-0046.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,47,MEDIUM_STRONG,MEDIUM,STRONG,53.998005,0.5921090000000007,0.041809,PERF-001-CAND-0047,PERF-001_event_0047_PERF-001-CAND-0047.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0047_PERF-001-CAND-0047.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,48,MEDIUM_MEDIUM,MEDIUM,MEDIUM,54.578503,0.5804979999999986,0.034408,PERF-001-CAND-0048,PERF-001_event_0048_PERF-001-CAND-0048.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0048_PERF-001-CAND-0048.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,49,LONG_WEAK,LONG,WEAK,55.727891,1.1493880000000019,0.025462,PERF-001-CAND-0049,PERF-001_event_0049_PERF-001-CAND-0049.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0049_PERF-001-CAND-0049.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,50,LONG_WEAK,LONG,WEAK,56.900499,1.1726080000000039,0.026711,PERF-001-CAND-0050,PERF-001_event_0050_PERF-001-CAND-0050.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0050_PERF-001-CAND-0050.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,51,LONG_STRONG,LONG,STRONG,58.073107,1.1726079999999968,0.046346,PERF-001-CAND-0051,PERF-001_event_0051_PERF-001-CAND-0051.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0051_PERF-001-CAND-0051.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,52,MEDIUM_WEAK,MEDIUM,WEAK,58.653605,0.5804979999999986,0.025091,PERF-001-CAND-0052,PERF-001_event_0052_PERF-001-CAND-0052.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0052_PERF-001-CAND-0052.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,53,SHORT_STRONG,SHORT,STRONG,59.210884,0.5572790000000012,0.03994,PERF-001-CAND-0053,PERF-001_event_0053_PERF-001-CAND-0053.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0053_PERF-001-CAND-0053.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,54,MEDIUM_MEDIUM,MEDIUM,MEDIUM,59.814603,0.6037189999999981,0.035713,PERF-001-CAND-0054,PERF-001_event_0054_PERF-001-CAND-0054.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0054_PERF-001-CAND-0054.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,55,SHORT_STRONG,SHORT,STRONG,60.383492,0.5688889999999986,0.039988,PERF-001-CAND-0055,PERF-001_event_0055_PERF-001-CAND-0055.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0055_PERF-001-CAND-0055.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,56,LONG_STRONG,LONG,STRONG,62.728707,2.345215000000003,0.048207,PERF-001-CAND-0056,PERF-001_event_0056_PERF-001-CAND-0056.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0056_PERF-001-CAND-0056.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,57,MEDIUM_MEDIUM,MEDIUM,MEDIUM,63.320816,0.5921090000000007,0.027727,PERF-001-CAND-0057,PERF-001_event_0057_PERF-001-CAND-0057.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0057_PERF-001-CAND-0057.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,58,MEDIUM_STRONG,MEDIUM,STRONG,63.901315,0.5804989999999961,0.039466,PERF-001-CAND-0058,PERF-001_event_0058_PERF-001-CAND-0058.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0058_PERF-001-CAND-0058.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,59,MEDIUM_MEDIUM,MEDIUM,MEDIUM,64.493424,0.5921090000000078,0.029092,PERF-001-CAND-0059,PERF-001_event_0059_PERF-001-CAND-0059.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0059_PERF-001-CAND-0059.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,60,MEDIUM_STRONG,MEDIUM,STRONG,65.073923,0.580498999999989,0.036942,PERF-001-CAND-0060,PERF-001_event_0060_PERF-001-CAND-0060.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0060_PERF-001-CAND-0060.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,61,SHORT_WEAK,SHORT,WEAK,65.352562,0.2786390000000125,0.027023,PERF-001-CAND-0061,PERF-001_event_0061_PERF-001-CAND-0061.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0061_PERF-001-CAND-0061.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,62,SHORT_WEAK,SHORT,WEAK,65.666032,0.31346999999999525,0.025981,PERF-001-CAND-0062,PERF-001_event_0062_PERF-001-CAND-0062.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0062_PERF-001-CAND-0062.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,63,SHORT_WEAK,SHORT,WEAK,66.211701,0.5456690000000037,0.024923,PERF-001-CAND-0063,PERF-001_event_0063_PERF-001-CAND-0063.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0063_PERF-001-CAND-0063.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,64,MEDIUM_MEDIUM,MEDIUM,MEDIUM,66.81542,0.6037189999999981,0.032173,PERF-001-CAND-0064,PERF-001_event_0064_PERF-001-CAND-0064.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0064_PERF-001-CAND-0064.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,65,LONG_STRONG,LONG,STRONG,68.603356,1.787936000000002,0.068857,PERF-001-CAND-0065,PERF-001_event_0065_PERF-001-CAND-0065.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0065_PERF-001-CAND-0065.wav,IOI tertile + onset-strength tertile; first event per recording uses START
PERF-001,66,MEDIUM_STRONG,MEDIUM,STRONG,69.717914,1.1145579999999882,0.040206,PERF-001-CAND-0066,PERF-001_event_0066_PERF-001-CAND-0066.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0066_PERF-001-CAND-0066.wav,IOI tertile + onset-strength tertile; first event per recording uses START
