candidate_event_id,group_id,working_filename,working_path,event_index,detected_onset_seconds,corrected_onset_seconds,ioi_seconds,onset_strength_norm,clip_filename,clip_path,keep_event,event_token,review_confidence,reviewer,review_notes,token_ioi_class,token_strength_class,token_rule,usable_for_training,source_review_file
PERF-001-CAND-0012,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,12,10.669569,10.669569,1.1609979999999993,0.034404,PERF-001_event_0012_PERF-001-CAND-0012.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0012_PERF-001-CAND-0012.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0013,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,13,11.226848,11.226848,0.5572790000000012,0.03497,PERF-001_event_0013_PERF-001-CAND-0013.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0013_PERF-001-CAND-0013.wav,yes,SHORT_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,SHORT,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0014,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,14,12.376236,12.376236,1.149388,0.033526,PERF-001_event_0014_PERF-001-CAND-0014.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0014_PERF-001-CAND-0014.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0015,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,15,14.094512,14.094512,1.7182759999999995,0.043763,PERF-001_event_0015_PERF-001-CAND-0015.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0015_PERF-001-CAND-0015.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0016,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,16,15.2439,15.2439,1.149388,0.036653,PERF-001_event_0016_PERF-001-CAND-0016.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0016_PERF-001-CAND-0016.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0017,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,17,16.915737,16.915737,1.671837,0.033623,PERF-001_event_0017_PERF-001-CAND-0017.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0017_PERF-001-CAND-0017.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0018,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,18,17.531066,17.531066,0.6153289999999991,0.039418,PERF-001_event_0018_PERF-001-CAND-0018.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0018_PERF-001-CAND-0018.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0019,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,19,18.680454,18.680454,1.1493880000000019,0.031973,PERF-001_event_0019_PERF-001-CAND-0019.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0019_PERF-001-CAND-0019.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0020,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,20,19.249342,19.249342,0.5688879999999976,0.040982,PERF-001_event_0020_PERF-001-CAND-0020.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0020_PERF-001-CAND-0020.wav,yes,SHORT_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,SHORT,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0021,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,21,20.967619,20.967619,1.7182770000000005,0.031662,PERF-001_event_0021_PERF-001-CAND-0021.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0021_PERF-001-CAND-0021.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0022,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,22,22.117007,22.117007,1.1493880000000019,0.049004,PERF-001_event_0022_PERF-001-CAND-0022.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0022_PERF-001-CAND-0022.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0023,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,23,22.709116,22.709116,0.5921090000000007,0.051565,PERF-001_event_0023_PERF-001-CAND-0023.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0023_PERF-001-CAND-0023.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0024,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,24,23.870113,23.870113,1.1609969999999983,0.035092,PERF-001_event_0024_PERF-001-CAND-0024.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0024_PERF-001-CAND-0024.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0025,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,25,26.737778,26.737778,2.867664999999999,0.034998,PERF-001_event_0025_PERF-001-CAND-0025.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0025_PERF-001-CAND-0025.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0026,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,26,29.059773,29.059773,2.321995000000001,0.037577,PERF-001_event_0026_PERF-001-CAND-0026.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0026_PERF-001-CAND-0026.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0027,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,27,30.78966,30.78966,1.7298870000000015,0.033429,PERF-001_event_0027_PERF-001-CAND-0027.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0027_PERF-001-CAND-0027.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0028,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,28,31.950658,31.950658,1.1609979999999993,0.029534,PERF-001_event_0028_PERF-001-CAND-0028.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0028_PERF-001-CAND-0028.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0029,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,29,33.680544,33.680544,1.729885999999997,0.047152,PERF-001_event_0029_PERF-001-CAND-0029.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0029_PERF-001-CAND-0029.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0030,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,30,34.853152,34.853152,1.1726080000000039,0.040954,PERF-001_event_0030_PERF-001-CAND-0030.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0030_PERF-001-CAND-0030.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0031,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,31,38.289705,38.289705,3.4365529999999964,0.03012,PERF-001_event_0031_PERF-001-CAND-0031.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0031_PERF-001-CAND-0031.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0032,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,32,39.473923,39.473923,1.1842180000000013,0.020975,PERF-001_event_0032_PERF-001-CAND-0032.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0032_PERF-001-CAND-0032.wav,yes,LONG_WEAK,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,WEAK,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
